scenario,seed,policy,completed,attempted,failures,prevented_breaches,exclusions,false_exclusions,scope_declines,repairs,appeals,verifications,resets,gross_benefit,production_cost,verification_cost,commitment_cost,appeal_cost,repair_cost,scope_cost,third_party_harm,coordination_cost,participant_net,social_net,social_net_per_opportunity,completion_rate,unrealized_benefit
benign,2,reputation_only,2000,2000,0,0,0,0,0,0,0,280,0,10000.0,2000.0,167.99999999999912,0.0,0.0,0.0,0.0,0.0,167.99999999999912,7832.000000000001,7832.000000000001,3.9160000000000004,1.0,0.0
benign,2,repair,2000,2000,0,0,0,0,0,0,0,280,0,10000.0,2000.0,167.99999999999912,99.99999999999646,0.0,0.0,0.0,0.0,267.99999999999557,7732.000000000005,7732.000000000005,3.8660000000000023,1.0,0.0
benign,2,repair_no_exclusion,2000,2000,0,0,0,0,0,0,0,280,0,10000.0,2000.0,167.99999999999912,99.99999999999646,0.0,0.0,0.0,0.0,267.99999999999557,7732.000000000005,7732.000000000005,3.8660000000000023,1.0,0.0
benign,2,verify_and_retry,2000,2000,0,0,0,0,0,0,0,2000,0,10000.0,2000.0,1200.0000000000007,0.0,0.0,0.0,0.0,0.0,1200.0000000000007,6799.999999999999,6799.999999999999,3.3999999999999995,1.0,0.0
benign,2,scope_only,2000,2000,0,0,0,0,0,0,0,0,0,10000.0,2000.0,0.0,0.0,0.0,0.0,199.99999999999292,0.0,199.99999999999292,7800.000000000007,7800.000000000007,3.9000000000000035,1.0,0.0
benign,2,repair_no_appeal,2000,2000,0,0,0,0,0,0,0,280,0,10000.0,2000.0,167.99999999999912,99.99999999999646,0.0,0.0,0.0,0.0,267.99999999999557,7732.000000000005,7732.000000000005,3.8660000000000023,1.0,0.0
benign,2,repair_with_scope,2000,2000,0,0,0,0,0,0,0,280,0,10000.0,2000.0,167.99999999999912,99.99999999999646,0.0,0.0,199.99999999999292,0.0,467.9999999999885,7532.000000000012,7532.000000000012,3.766000000000006,1.0,0.0
benign,3,always_verify,2000,2000,0,0,0,0,0,0,0,2000,0,10000.0,2000.0,1200.0000000000007,0.0,0.0,0.0,0.0,0.0,1200.0000000000007,6799.999999999999,6799.999999999999,3.3999999999999995,1.0,0.0
benign,3,naive_trust,2000,2000,0,0,0,0,0,0,0,0,0,10000.0,2000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8000.0,8000.0,4.0,1.0,0.0
benign,3,reputation_only,2000,2000,0,0,0,0,0,0,0,270,0,10000.0,2000.0,161.99999999999918,0.0,0.0,0.0,0.0,0.0,161.99999999999918,7838.000000000001,7838.000000000001,3.9190000000000005,1.0,0.0
benign,3,repair,2000,2000,0,0,0,0,0,0,0,270,0,10000.0,2000.0,161.99999999999918,99.99999999999646,0.0,0.0,0.0,0.0,261.9999999999956,7738.000000000005,7738.000000000005,3.8690000000000024,1.0,0.0
benign,3,repair_no_exclusion,2000,2000,0,0,0,0,0,0,0,270,0,10000.0,2000.0,161.99999999999918,99.99999999999646,0.0,0.0,0.0,0.0,261.9999999999956,7738.000000000005,7738.000000000005,3.8690000000000024,1.0,0.0
benign,3,verify_and_retry,2000,2000,0,0,0,0,0,0,0,2000,0,10000.0,2000.0,1200.0000000000007,0.0,0.0,0.0,0.0,0.0,1200.0000000000007,6799.999999999999,6799.999999999999,3.3999999999999995,1.0,0.0
benign,3,scope_only,2000,2000,0,0,0,0,0,0,0,0,0,10000.0,2000.0,0.0,0.0,0.0,0.0,199.99999999999292,0.0,199.99999999999292,7800.000000000007,7800.000000000007,3.9000000000000035,1.0,0.0
benign,3,repair_no_appeal,2000,2000,0,0,0,0,0,0,0,270,0,10000.0,2000.0,161.99999999999918,99.99999999999646,0.0,0.0,0.0,0.0,261.9999999999956,7738.000000000005,7738.000000000005,3.8690000000000024,1.0,0.0
benign,3,repair_with_scope,2000,2000,0,0,0,0,0,0,0,270,0,10000.0,2000.0,161.99999999999918,99.99999999999646,0.0,0.0,199.99999999999292,0.0,461.9999999999886,7538.000000000012,7538.000000000012,3.769000000000006,1.0,0.0
benign,4,always_verify,2000,2000,0,0,0,0,0,0,0,2000,0,10000.0,2000.0,1200.0000000000007,0.0,0.0,0.0,0.0,0.0,1200.0000000000007,6799.999999999999,6799.999999999999,3.3999999999999995,1.0,0.0
benign,4,naive_trust,2000,2000,0,0,0,0,0,0,0,0,0,10000.0,2000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8000.0,8000.0,4.0,1.0,0.0
benign,4,reputation_only,2000,2000,0,0,0,0,0,0,0,260,0,10000.0,2000.0,155.99999999999923,0.0,0.0,0.0,0.0,0.0,155.99999999999923,7844.000000000001,7844.000000000001,3.9220000000000006,1.0,0.0
benign,4,repair,2000,2000,0,0,0,0,0,0,0,260,0,10000.0,2000.0,155.99999999999923,99.99999999999646,0.0,0.0,0.0,0.0,255.99999999999568,7744.000000000005,7744.000000000005,3.872000000000002,1.0,0.0
benign,4,repair_no_exclusion,2000,2000,0,0,0,0,0,0,0,260,0,10000.0,2000.0,155.99999999999923,99.99999999999646,0.0,0.0,0.0,0.0,255.99999999999568,7744.000000000005,7744.000000000005,3.872000000000002,1.0,0.0
benign,4,verify_and_retry,2000,2000,0,0,0,0,0,0,0,2000,0,10000.0,2000.0,1200.0000000000007,0.0,0.0,0.0,0.0,0.0,1200.0000000000007,6799.999999999999,6799.999999999999,3.3999999999999995,1.0,0.0
benign,4,scope_only,2000,2000,0,0,0,0,0,0,0,0,0,10000.0,2000.0,0.0,0.0,0.0,0.0,199.99999999999292,0.0,199.99999999999292,7800.000000000007,7800.000000000007,3.9000000000000035,1.0,0.0
benign,4,repair_no_appeal,2000,2000,0,0,0,0,0,0,0,260,0,10000.0,2000.0,155.99999999999923,99.99999999999646,0.0,0.0,0.0,0.0,255.99999999999568,7744.000000000005,7744.000000000005,3.872000000000002,1.0,0.0
benign,4,repair_with_scope,2000,2000,0,0,0,0,0,0,0,260,0,10000.0,2000.0,155.99999999999923,99.99999999999646,0.0,0.0,199.99999999999292,0.0,455.99999999998863,7544.000000000011,7544.000000000011,3.7720000000000056,1.0,0.0
benign,5,always_verify,2000,2000,0,0,0,0,0,0,0,2000,0,10000.0,2000.0,1200.0000000000007,0.0,0.0,0.0,0.0,0.0,1200.0000000000007,6799.999999999999,6799.999999999999,3.3999999999999995,1.0,0.0
benign,5,naive_trust,2000,2000,0,0,0,0,0,0,0,0,0,10000.0,2000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8000.0,8000.0,4.0,1.0,0.0
benign,5,reputation_only,2000,2000,0,0,0,0,0,0,0,262,0,10000.0,2000.0,157.19999999999922,0.0,0.0,0.0,0.0,0.0,157.19999999999922,7842.800000000001,7842.800000000001,3.9214000000000007,1.0,0.0
benign,5,repair,2000,2000,0,0,0,0,0,0,0,262,0,10000.0,2000.0,157.19999999999922,99.99999999999646,0.0,0.0,0.0,0.0,257.19999999999567,7742.800000000005,7742.800000000005,3.871400000000002,1.0,0.0
benign,5,repair_no_exclusion,2000,2000,0,0,0,0,0,0,0,262,0,10000.0,2000.0,157.19999999999922,99.99999999999646,0.0,0.0,0.0,0.0,257.19999999999567,7742.800000000005,7742.800000000005,3.871400000000002,1.0,0.0
benign,5,verify_and_retry,2000,2000,0,0,0,0,0,0,0,2000,0,10000.0,2000.0,1200.0000000000007,0.0,0.0,0.0,0.0,0.0,1200.0000000000007,6799.999999999999,6799.999999999999,3.3999999999999995,1.0,0.0
benign,5,scope_only,2000,2000,0,0,0,0,0,0,0,0,0,10000.0,2000.0,0.0,0.0,0.0,0.0,199.99999999999292,0.0,199.99999999999292,7800.000000000007,7800.000000000007,3.9000000000000035,1.0,0.0
benign,5,repair_no_appeal,2000,2000,0,0,0,0,0,0,0,262,0,10000.0,2000.0,157.19999999999922,99.99999999999646,0.0,0.0,0.0,0.0,257.19999999999567,7742.800000000005,7742.800000000005,3.871400000000002,1.0,0.0
benign,5,repair_with_scope,2000,2000,0,0,0,0,0,0,0,262,0,10000.0,2000.0,157.19999999999922,99.99999999999646,0.0,0.0,199.99999999999292,0.0,457.1999999999886,7542.800000000011,7542.800000000011,3.7714000000000056,1.0,0.0
benign,6,always_verify,2000,2000,0,0,0,0,0,0,0,2000,0,10000.0,2000.0,1200.0000000000007,0.0,0.0,0.0,0.0,0.0,1200.0000000000007,6799.999999999999,6799.999999999999,3.3999999999999995,1.0,0.0
benign,6,naive_trust,2000,2000,0,0,0,0,0,0,0,0,0,10000.0,2000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8000.0,8000.0,4.0,1.0,0.0
benign,6,reputation_only,2000,2000,0,0,0,0,0,0,0,283,0,10000.0,2000.0,169.7999999999991,0.0,0.0,0.0,0.0,0.0,169.7999999999991,7830.200000000001,7830.200000000001,3.9151000000000002,1.0,0.0
benign,6,repair,2000,2000,0,0,0,0,0,0,0,283,0,10000.0,2000.0,169.7999999999991,99.99999999999646,0.0,0.0,0.0,0.0,269.7999999999956,7730.200000000004,7730.200000000004,3.865100000000002,1.0,0.0
benign,6,repair_no_exclusion,2000,2000,0,0,0,0,0,0,0,283,0,10000.0,2000.0,169.7999999999991,99.99999999999646,0.0,0.0,0.0,0.0,269.7999999999956,7730.200000000004,7730.200000000004,3.865100000000002,1.0,0.0
benign,6,verify_and_retry,2000,2000,0,0,0,0,0,0,0,2000,0,10000.0,2000.0,1200.0000000000007,0.0,0.0,0.0,0.0,0.0,1200.0000000000007,6799.999999999999,6799.999999999999,3.3999999999999995,1.0,0.0
benign,6,scope_only,2000,2000,0,0,0,0,0,0,0,0,0,10000.0,2000.0,0.0,0.0,0.0,0.0,199.99999999999292,0.0,199.99999999999292,7800.000000000007,7800.000000000007,3.9000000000000035,1.0,0.0
benign,6,repair_no_appeal,2000,2000,0,0,0,0,0,0,0,283,0,10000.0,2000.0,169.7999999999991,99.99999999999646,0.0,0.0,0.0,0.0,269.7999999999956,7730.200000000004,7730.200000000004,3.865100000000002,1.0,0.0
benign,6,repair_with_scope,2000,2000,0,0,0,0,0,0,0,283,0,10000.0,2000.0,169.7999999999991,99.99999999999646,0.0,0.0,199.99999999999292,0.0,469.7999999999885,7530.200000000012,7530.200000000012,3.7651000000000057,1.0,0.0
benign,7,always_verify,2000,2000,0,0,0,0,0,0,0,2000,0,10000.0,2000.0,1200.0000000000007,0.0,0.0,0.0,0.0,0.0,1200.0000000000007,6799.999999999999,6799.999999999999,3.3999999999999995,1.0,0.0
benign,7,naive_trust,2000,2000,0,0,0,0,0,0,0,0,0,10000.0,2000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8000.0,8000.0,4.0,1.0,0.0
benign,7,reputation_only,2000,2000,0,0,0,0,0,0,0,271,0,10000.0,2000.0,162.59999999999917,0.0,0.0,0.0,0.0,0.0,162.59999999999917,7837.400000000001,7837.400000000001,3.9187000000000003,1.0,0.0
benign,7,repair,2000,2000,0,0,0,0,0,0,0,271,0,10000.0,2000.0,162.59999999999917,99.99999999999646,0.0,0.0,0.0,0.0,262.59999999999565,7737.400000000004,7737.400000000004,3.8687000000000022,1.0,0.0
benign,7,repair_no_exclusion,2000,2000,0,0,0,0,0,0,0,271,0,10000.0,2000.0,162.59999999999917,99.99999999999646,0.0,0.0,0.0,0.0,262.59999999999565,7737.400000000004,7737.400000000004,3.8687000000000022,1.0,0.0
benign,7,verify_and_retry,2000,2000,0,0,0,0,0,0,0,2000,0,10000.0,2000.0,1200.0000000000007,0.0,0.0,0.0,0.0,0.0,1200.0000000000007,6799.999999999999,6799.999999999999,3.3999999999999995,1.0,0.0
benign,7,scope_only,2000,2000,0,0,0,0,0,0,0,0,0,10000.0,2000.0,0.0,0.0,0.0,0.0,199.99999999999292,0.0,199.99999999999292,7800.000000000007,7800.000000000007,3.9000000000000035,1.0,0.0
benign,7,repair_no_appeal,2000,2000,0,0,0,0,0,0,0,271,0,10000.0,2000.0,162.59999999999917,99.99999999999646,0.0,0.0,0.0,0.0,262.59999999999565,7737.400000000004,7737.400000000004,3.8687000000000022,1.0,0.0
benign,7,repair_with_scope,2000,2000,0,0,0,0,0,0,0,271,0,10000.0,2000.0,162.59999999999917,99.99999999999646,0.0,0.0,199.99999999999292,0.0,462.59999999998854,7537.4000000000115,7537.4000000000115,3.7687000000000057,1.0,0.0
benign,8,always_verify,2000,2000,0,0,0,0,0,0,0,2000,0,10000.0,2000.0,1200.0000000000007,0.0,0.0,0.0,0.0,0.0,1200.0000000000007,6799.999999999999,6799.999999999999,3.3999999999999995,1.0,0.0
benign,8,naive_trust,2000,2000,0,0,0,0,0,0,0,0,0,10000.0,2000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8000.0,8000.0,4.0,1.0,0.0
benign,8,reputation_only,2000,2000,0,0,0,0,0,0,0,281,0,10000.0,2000.0,168.5999999999991,0.0,0.0,0.0,0.0,0.0,168.5999999999991,7831.400000000001,7831.400000000001,3.9157,1.0,0.0
benign,8,repair,2000,2000,0,0,0,0,0,0,0,281,0,10000.0,2000.0,168.5999999999991,99.99999999999646,0.0,0.0,0.0,0.0,268.5999999999956,7731.400000000004,7731.400000000004,3.865700000000002,1.0,0.0
benign,8,repair_no_exclusion,2000,2000,0,0,0,0,0,0,0,281,0,10000.0,2000.0,168.5999999999991,99.99999999999646,0.0,0.0,0.0,0.0,268.5999999999956,7731.400000000004,7731.400000000004,3.865700000000002,1.0,0.0
benign,8,verify_and_retry,2000,2000,0,0,0,0,0,0,0,2000,0,10000.0,2000.0,1200.0000000000007,0.0,0.0,0.0,0.0,0.0,1200.0000000000007,6799.999999999999,6799.999999999999,3.3999999999999995,1.0,0.0
benign,8,scope_only,2000,2000,0,0,0,0,0,0,0,0,0,10000.0,2000.0,0.0,0.0,0.0,0.0,199.99999999999292,0.0,199.99999999999292,7800.000000000007,7800.000000000007,3.9000000000000035,1.0,0.0
benign,8,repair_no_appeal,2000,2000,0,0,0,0,0,0,0,281,0,10000.0,2000.0,168.5999999999991,99.99999999999646,0.0,0.0,0.0,0.0,268.5999999999956,7731.400000000004,7731.400000000004,3.865700000000002,1.0,0.0
benign,8,repair_with_scope,2000,2000,0,0,0,0,0,0,0,281,0,10000.0,2000.0,168.5999999999991,99.99999999999646,0.0,0.0,199.99999999999292,0.0,468.5999999999885,7531.4000000000115,7531.4000000000115,3.7657000000000056,1.0,0.0
benign,9,always_verify,2000,2000,0,0,0,0,0,0,0,2000,0,10000.0,2000.0,1200.0000000000007,0.0,0.0,0.0,0.0,0.0,1200.0000000000007,6799.999999999999,6799.999999999999,3.3999999999999995,1.0,0.0
benign,9,naive_trust,2000,2000,0,0,0,0,0,0,0,0,0,10000.0,2000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8000.0,8000.0,4.0,1.0,0.0
benign,9,reputation_only,2000,2000,0,0,0,0,0,0,0,274,0,10000.0,2000.0,164.39999999999915,0.0,0.0,0.0,0.0,0.0,164.39999999999915,7835.600000000001,7835.600000000001,3.9178000000000006,1.0,0.0
benign,9,repair,2000,2000,0,0,0,0,0,0,0,274,0,10000.0,2000.0,164.39999999999915,99.99999999999646,0.0,0.0,0.0,0.0,264.3999999999956,7735.600000000004,7735.600000000004,3.867800000000002,1.0,0.0
benign,9,repair_no_exclusion,2000,2000,0,0,0,0,0,0,0,274,0,10000.0,2000.0,164.39999999999915,99.99999999999646,0.0,0.0,0.0,0.0,264.3999999999956,7735.600000000004,7735.600000000004,3.867800000000002,1.0,0.0
benign,9,verify_and_retry,2000,2000,0,0,0,0,0,0,0,2000,0,10000.0,2000.0,1200.0000000000007,0.0,0.0,0.0,0.0,0.0,1200.0000000000007,6799.999999999999,6799.999999999999,3.3999999999999995,1.0,0.0
benign,9,scope_only,2000,2000,0,0,0,0,0,0,0,0,0,10000.0,2000.0,0.0,0.0,0.0,0.0,199.99999999999292,0.0,199.99999999999292,7800.000000000007,7800.000000000007,3.9000000000000035,1.0,0.0
benign,9,repair_no_appeal,2000,2000,0,0,0,0,0,0,0,274,0,10000.0,2000.0,164.39999999999915,99.99999999999646,0.0,0.0,0.0,0.0,264.3999999999956,7735.600000000004,7735.600000000004,3.867800000000002,1.0,0.0
benign,9,repair_with_scope,2000,2000,0,0,0,0,0,0,0,274,0,10000.0,2000.0,164.39999999999915,99.99999999999646,0.0,0.0,199.99999999999292,0.0,464.39999999998855,7535.600000000011,7535.600000000011,3.7678000000000056,1.0,0.0
benign,10,always_verify,2000,2000,0,0,0,0,0,0,0,2000,0,10000.0,2000.0,1200.0000000000007,0.0,0.0,0.0,0.0,0.0,1200.0000000000007,6799.999999999999,6799.999999999999,3.3999999999999995,1.0,0.0
benign,10,naive_trust,2000,2000,0,0,0,0,0,0,0,0,0,10000.0,2000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8000.0,8000.0,4.0,1.0,0.0
benign,10,reputation_only,2000,2000,0,0,0,0,0,0,0,296,0,10000.0,2000.0,177.59999999999903,0.0,0.0,0.0,0.0,0.0,177.59999999999903,7822.400000000001,7822.400000000001,3.9112000000000005,1.0,0.0
benign,10,repair,2000,2000,0,0,0,0,0,0,0,296,0,10000.0,2000.0,177.59999999999903,99.99999999999646,0.0,0.0,0.0,0.0,277.5999999999955,7722.400000000004,7722.400000000004,3.861200000000002,1.0,0.0
benign,10,repair_no_exclusion,2000,2000,0,0,0,0,0,0,0,296,0,10000.0,2000.0,177.59999999999903,99.99999999999646,0.0,0.0,0.0,0.0,277.5999999999955,7722.400000000004,7722.400000000004,3.861200000000002,1.0,0.0
benign,10,verify_and_retry,2000,2000,0,0,0,0,0,0,0,2000,0,10000.0,2000.0,1200.0000000000007,0.0,0.0,0.0,0.0,0.0,1200.0000000000007,6799.999999999999,6799.999999999999,3.3999999999999995,1.0,0.0
benign,10,scope_only,2000,2000,0,0,0,0,0,0,0,0,0,10000.0,2000.0,0.0,0.0,0.0,0.0,199.99999999999292,0.0,199.99999999999292,7800.000000000007,7800.000000000007,3.9000000000000035,1.0,0.0
benign,10,repair_no_appeal,2000,2000,0,0,0,0,0,0,0,296,0,10000.0,2000.0,177.59999999999903,99.99999999999646,0.0,0.0,0.0,0.0,277.5999999999955,7722.400000000004,7722.400000000004,3.861200000000002,1.0,0.0
benign,10,repair_with_scope,2000,2000,0,0,0,0,0,0,0,296,0,10000.0,2000.0,177.59999999999903,99.99999999999646,0.0,0.0,199.99999999999292,0.0,477.5999999999884,7522.4000000000115,7522.4000000000115,3.761200000000006,1.0,0.0
benign,11,always_verify,2000,2000,0,0,0,0,0,0,0,2000,0,10000.0,2000.0,1200.0000000000007,0.0,0.0,0.0,0.0,0.0,1200.0000000000007,6799.999999999999,6799.999999999999,3.3999999999999995,1.0,0.0
benign,11,naive_trust,2000,2000,0,0,0,0,0,0,0,0,0,10000.0,2000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8000.0,8000.0,4.0,1.0,0.0
benign,11,reputation_only,2000,2000,0,0,0,0,0,0,0,273,0,10000.0,2000.0,163.79999999999916,0.0,0.0,0.0,0.0,0.0,163.79999999999916,7836.200000000001,7836.200000000001,3.9181000000000004,1.0,0.0
benign,11,repair,2000,2000,0,0,0,0,0,0,0,273,0,10000.0,2000.0,163.79999999999916,99.99999999999646,0.0,0.0,0.0,0.0,263.79999999999563,7736.200000000004,7736.200000000004,3.8681000000000023,1.0,0.0
benign,11,repair_no_exclusion,2000,2000,0,0,0,0,0,0,0,273,0,10000.0,2000.0,163.79999999999916,99.99999999999646,0.0,0.0,0.0,0.0,263.79999999999563,7736.200000000004,7736.200000000004,3.8681000000000023,1.0,0.0
benign,11,verify_and_retry,2000,2000,0,0,0,0,0,0,0,2000,0,10000.0,2000.0,1200.0000000000007,0.0,0.0,0.0,0.0,0.0,1200.0000000000007,6799.999999999999,6799.999999999999,3.3999999999999995,1.0,0.0
benign,11,scope_only,2000,2000,0,0,0,0,0,0,0,0,0,10000.0,2000.0,0.0,0.0,0.0,0.0,199.99999999999292,0.0,199.99999999999292,7800.000000000007,7800.000000000007,3.9000000000000035,1.0,0.0
benign,11,repair_no_appeal,2000,2000,0,0,0,0,0,0,0,273,0,10000.0,2000.0,163.79999999999916,99.99999999999646,0.0,0.0,0.0,0.0,263.79999999999563,7736.200000000004,7736.200000000004,3.8681000000000023,1.0,0.0
benign,11,repair_with_scope,2000,2000,0,0,0,0,0,0,0,273,0,10000.0,2000.0,163.79999999999916,99.99999999999646,0.0,0.0,199.99999999999292,0.0,463.79999999998853,7536.200000000012,7536.200000000012,3.768100000000006,1.0,0.0
benign,12,always_verify,2000,2000,0,0,0,0,0,0,0,2000,0,10000.0,2000.0,1200.0000000000007,0.0,0.0,0.0,0.0,0.0,1200.0000000000007,6799.999999999999,6799.999999999999,3.3999999999999995,1.0,0.0
benign,12,naive_trust,2000,2000,0,0,0,0,0,0,0,0,0,10000.0,2000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8000.0,8000.0,4.0,1.0,0.0
benign,12,reputation_only,2000,2000,0,0,0,0,0,0,0,266,0,10000.0,2000.0,159.5999999999992,0.0,0.0,0.0,0.0,0.0,159.5999999999992,7840.400000000001,7840.400000000001,3.9202000000000004,1.0,0.0
benign,12,repair,2000,2000,0,0,0,0,0,0,0,266,0,10000.0,2000.0,159.5999999999992,99.99999999999646,0.0,0.0,0.0,0.0,259.59999999999565,7740.400000000004,7740.400000000004,3.8702000000000023,1.0,0.0
benign,12,repair_no_exclusion,2000,2000,0,0,0,0,0,0,0,266,0,10000.0,2000.0,159.5999999999992,99.99999999999646,0.0,0.0,0.0,0.0,259.59999999999565,7740.400000000004,7740.400000000004,3.8702000000000023,1.0,0.0
benign,12,verify_and_retry,2000,2000,0,0,0,0,0,0,0,2000,0,10000.0,2000.0,1200.0000000000007,0.0,0.0,0.0,0.0,0.0,1200.0000000000007,6799.999999999999,6799.999999999999,3.3999999999999995,1.0,0.0
benign,12,scope_only,2000,2000,0,0,0,0,0,0,0,0,0,10000.0,2000.0,0.0,0.0,0.0,0.0,199.99999999999292,0.0,199.99999999999292,7800.000000000007,7800.000000000007,3.9000000000000035,1.0,0.0
benign,12,repair_no_appeal,2000,2000,0,0,0,0,0,0,0,266,0,10000.0,2000.0,159.5999999999992,99.99999999999646,0.0,0.0,0.0,0.0,259.59999999999565,7740.400000000004,7740.400000000004,3.8702000000000023,1.0,0.0
benign,12,repair_with_scope,2000,2000,0,0,0,0,0,0,0,266,0,10000.0,2000.0,159.5999999999992,99.99999999999646,0.0,0.0,199.99999999999292,0.0,459.5999999999886,7540.4000000000115,7540.4000000000115,3.7702000000000058,1.0,0.0
benign,13,always_verify,2000,2000,0,0,0,0,0,0,0,2000,0,10000.0,2000.0,1200.0000000000007,0.0,0.0,0.0,0.0,0.0,1200.0000000000007,6799.999999999999,6799.999999999999,3.3999999999999995,1.0,0.0
