panel,cell,left,right,providers,opportunities,benefit,production_cost,verification_cost,commitment_cost,appeal_cost,repair_cost,scope_cost,harm,accident_rate,breach_rate,unreliable_fraction,unreliable_multiplier,allegation_rate,externality_rate,identity_reset_rate,evidence_accuracy,false_positive_rate,repair_success,audit_rate,successes_to_trust,exclusion_length,shock_start,shock_end,shock_breach_rate,mean_delta,ci_low,ci_high,analytic_delta,monte_carlo_error,max_tape_oracle_error
retry,retry-007,repair_no_exclusion,naive_trust,30,1000,5.0,1.0,0.6,0.05,0.3,1,0.1,6.0,0.05,0,0.2,5.0,0,0,0.0,0.6,0,0.8,0.1,3,3,0.4,0.6,0,-0.11786499999999864,-0.13000999999999857,-0.10542499999999869,,,
retry,retry-007,verify_and_retry,always_verify,30,1000,5.0,1.0,0.6,0.05,0.3,1,0.1,6.0,0.05,0,0.2,5.0,0,0,0.0,0.6,0,0.8,0.1,3,3,0.4,0.6,0,0.07712500000000008,0.0676000000000001,0.08696000000000015,0.075,0.002125000000000085,4.3021142204224816e-16
retry,retry-008,repair_no_exclusion,naive_trust,30,1000,5.0,1.0,1.5,0.05,0.3,1,0.1,6.0,0.05,0,0.2,5.0,0,0,0.0,0.6,0,0.8,0.1,3,3,0.4,0.6,0,-0.33534999999999926,-0.3524449999999993,-0.3178799999999994,,,
retry,retry-008,verify_and_retry,always_verify,30,1000,5.0,1.0,1.5,0.05,0.3,1,0.1,6.0,0.05,0,0.2,5.0,0,0,0.0,0.6,0,0.8,0.1,3,3,0.4,0.6,0,0.07712500000000004,0.06759999999999997,0.08696000000000008,0.075,0.0021250000000000435,5.828670879282072e-16
retry,retry-009,repair_no_exclusion,naive_trust,30,1000,5.0,1.0,0.01,0.05,0.3,1,0.1,6.0,0.25,0,0.2,5.0,0,0,0.0,0.6,0,0.8,0.1,3,3,0.4,0.6,0,0.3354050000000012,0.3212900000000012,0.3492805000000011,,,
retry,retry-009,verify_and_retry,always_verify,30,1000,5.0,1.0,0.01,0.05,0.3,1,0.1,6.0,0.25,0,0.2,5.0,0,0,0.0,0.6,0,0.8,0.1,3,3,0.4,0.6,0,0.3900100000000005,0.3759550000000004,0.40380000000000055,0.37499999999999994,0.015010000000000578,9.43689570931383e-16
retry,retry-010,repair_no_exclusion,naive_trust,30,1000,5.0,1.0,0.6,0.05,0.3,1,0.1,6.0,0.25,0,0.2,5.0,0,0,0.0,0.6,0,0.8,0.1,3,3,0.4,0.6,0,0.06371000000000197,0.04551000000000196,0.08233000000000208,,,
retry,retry-010,verify_and_retry,always_verify,30,1000,5.0,1.0,0.6,0.05,0.3,1,0.1,6.0,0.25,0,0.2,5.0,0,0,0.0,0.6,0,0.8,0.1,3,3,0.4,0.6,0,0.39001000000000047,0.37595500000000037,0.4038000000000005,0.37499999999999994,0.015010000000000523,7.771561172376096e-16
retry,retry-011,repair_no_exclusion,naive_trust,30,1000,5.0,1.0,1.5,0.05,0.3,1,0.1,6.0,0.25,0,0.2,5.0,0,0,0.0,0.6,0,0.8,0.1,3,3,0.4,0.6,0,-0.3507399999999989,-0.37723999999999897,-0.323549999999999,,,
retry,retry-011,verify_and_retry,always_verify,30,1000,5.0,1.0,1.5,0.05,0.3,1,0.1,6.0,0.25,0,0.2,5.0,0,0,0.0,0.6,0,0.8,0.1,3,3,0.4,0.6,0,0.39001000000000036,0.37595500000000037,0.4038000000000004,0.37499999999999994,0.015010000000000412,5.551115123125783e-16
retry,retry-012,repair_no_exclusion,naive_trust,30,1000,5.0,1.0,0.01,0.05,0.3,3,0.1,6.0,0.05,0,0.2,5.0,0,0,0.0,0.6,0,0.8,0.1,3,3,0.4,0.6,0,-0.03489149999999932,-0.04116649999999931,-0.028560499999999323,,,
retry,retry-012,verify_and_retry,always_verify,30,1000,5.0,1.0,0.01,0.05,0.3,3,0.1,6.0,0.05,0,0.2,5.0,0,0,0.0,0.6,0,0.8,0.1,3,3,0.4,0.6,0,0.017525000000000145,0.011310000000000198,0.023830000000000108,0.015,0.002525000000000145,6.444497713253838e-16
retry,retry-013,repair_no_exclusion,naive_trust,30,1000,5.0,1.0,0.6,0.05,0.3,3,0.1,6.0,0.05,0,0.2,5.0,0,0,0.0,0.6,0,0.8,0.1,3,3,0.4,0.6,0,-0.17746499999999862,-0.1865149999999986,-0.16857999999999868,,,
retry,retry-013,verify_and_retry,always_verify,30,1000,5.0,1.0,0.6,0.05,0.3,3,0.1,6.0,0.05,0,0.2,5.0,0,0,0.0,0.6,0,0.8,0.1,3,3,0.4,0.6,0,0.017525000000000103,0.011310000000000108,0.02383000000000015,0.015,0.0025250000000001036,5.620504062164855e-16
retry,retry-014,repair_no_exclusion,naive_trust,30,1000,5.0,1.0,1.5,0.05,0.3,3,0.1,6.0,0.05,0,0.2,5.0,0,0,0.0,0.6,0,0.8,0.1,3,3,0.4,0.6,0,-0.39494999999999925,-0.4089499999999992,-0.3810149999999993,,,
retry,retry-014,verify_and_retry,always_verify,30,1000,5.0,1.0,1.5,0.05,0.3,3,0.1,6.0,0.05,0,0.2,5.0,0,0,0.0,0.6,0,0.8,0.1,3,3,0.4,0.6,0,0.01752500000000008,0.011310000000000065,0.023830000000000084,0.015,0.0025250000000000793,4.926614671774132e-16
retry,retry-015,repair_no_exclusion,naive_trust,30,1000,5.0,1.0,0.01,0.05,0.3,3,0.1,6.0,0.25,0,0.2,5.0,0,0,0.0,0.6,0,0.8,0.1,3,3,0.4,0.6,0,0.028005000000001213,0.01863350000000121,0.03752600000000115,,,
retry,retry-015,verify_and_retry,always_verify,30,1000,5.0,1.0,0.01,0.05,0.3,3,0.1,6.0,0.25,0,0.2,5.0,0,0,0.0,0.6,0,0.8,0.1,3,3,0.4,0.6,0,0.08261000000000052,0.07330000000000052,0.09201500000000049,0.075,0.007610000000000519,9.020562075079397e-16
retry,retry-016,repair_no_exclusion,naive_trust,30,1000,5.0,1.0,0.6,0.05,0.3,3,0.1,6.0,0.25,0,0.2,5.0,0,0,0.0,0.6,0,0.8,0.1,3,3,0.4,0.6,0,-0.24368999999999796,-0.2579949999999981,-0.22921999999999781,,,
retry,retry-016,verify_and_retry,always_verify,30,1000,5.0,1.0,0.6,0.05,0.3,3,0.1,6.0,0.25,0,0.2,5.0,0,0,0.0,0.6,0,0.8,0.1,3,3,0.4,0.6,0,0.08261000000000045,0.07330000000000048,0.09201500000000044,0.075,0.00761000000000045,7.91033905045424e-16
retry,retry-017,repair_no_exclusion,naive_trust,30,1000,5.0,1.0,1.5,0.05,0.3,3,0.1,6.0,0.25,0,0.2,5.0,0,0,0.0,0.6,0,0.8,0.1,3,3,0.4,0.6,0,-0.6581399999999988,-0.6817799999999988,-0.6347399999999987,,,
retry,retry-017,verify_and_retry,always_verify,30,1000,5.0,1.0,1.5,0.05,0.3,3,0.1,6.0,0.25,0,0.2,5.0,0,0,0.0,0.6,0,0.8,0.1,3,3,0.4,0.6,0,0.08261000000000038,0.07330000000000036,0.09201500000000035,0.075,0.00761000000000038,6.522560269672795e-16
retry,retry-018,repair_no_exclusion,naive_trust,30,1000,5.0,1.0,0.01,0.05,0.3,5,0.1,6.0,0.05,0,0.2,5.0,0,0,0.0,0.6,0,0.8,0.1,3,3,0.4,0.6,0,-0.09449149999999935,-0.0983244999999994,-0.09060599999999934,,,
retry,retry-018,verify_and_retry,always_verify,30,1000,5.0,1.0,0.01,0.05,0.3,5,0.1,6.0,0.05,0,0.2,5.0,0,0,0.0,0.6,0,0.8,0.1,3,3,0.4,0.6,0,-0.04207499999999988,-0.04591499999999993,-0.03819999999999986,-0.045,0.002925000000000115,5.48172618408671e-16
retry,retry-019,repair_no_exclusion,naive_trust,30,1000,5.0,1.0,0.6,0.05,0.3,5,0.1,6.0,0.05,0,0.2,5.0,0,0,0.0,0.6,0,0.8,0.1,3,3,0.4,0.6,0,-0.2370649999999987,-0.24334999999999876,-0.23097999999999885,,,
retry,retry-019,verify_and_retry,always_verify,30,1000,5.0,1.0,0.6,0.05,0.3,5,0.1,6.0,0.05,0,0.2,5.0,0,0,0.0,0.6,0,0.8,0.1,3,3,0.4,0.6,0,-0.04207499999999993,-0.04591499999999997,-0.03819999999999988,-0.045,0.0029250000000000664,4.926614671774132e-16
retry,retry-020,repair_no_exclusion,naive_trust,30,1000,5.0,1.0,1.5,0.05,0.3,5,0.1,6.0,0.05,0,0.2,5.0,0,0,0.0,0.6,0,0.8,0.1,3,3,0.4,0.6,0,-0.45454999999999934,-0.4661399999999992,-0.4434299999999993,,,
retry,retry-020,verify_and_retry,always_verify,30,1000,5.0,1.0,1.5,0.05,0.3,5,0.1,6.0,0.05,0,0.2,5.0,0,0,0.0,0.6,0,0.8,0.1,3,3,0.4,0.6,0,-0.04207499999999988,-0.04591499999999986,-0.03819999999999994,-0.045,0.002925000000000115,5.412337245047638e-16
retry,retry-021,repair_no_exclusion,naive_trust,30,1000,5.0,1.0,0.01,0.05,0.3,5,0.1,6.0,0.25,0,0.2,5.0,0,0,0.0,0.6,0,0.8,0.1,3,3,0.4,0.6,0,-0.27939499999999884,-0.29020999999999886,-0.2687609999999988,,,
retry,retry-021,verify_and_retry,always_verify,30,1000,5.0,1.0,0.01,0.05,0.3,5,0.1,6.0,0.25,0,0.2,5.0,0,0,0.0,0.6,0,0.8,0.1,3,3,0.4,0.6,0,-0.22478999999999952,-0.23555499999999957,-0.21417999999999954,-0.22499999999999998,0.00021000000000045982,8.881784197001252e-16
retry,retry-022,repair_no_exclusion,naive_trust,30,1000,5.0,1.0,0.6,0.05,0.3,5,0.1,6.0,0.25,0,0.2,5.0,0,0,0.0,0.6,0,0.8,0.1,3,3,0.4,0.6,0,-0.551089999999998,-0.5654199999999981,-0.5363099999999975,,,
retry,retry-022,verify_and_retry,always_verify,30,1000,5.0,1.0,0.6,0.05,0.3,5,0.1,6.0,0.25,0,0.2,5.0,0,0,0.0,0.6,0,0.8,0.1,3,3,0.4,0.6,0,-0.22478999999999955,-0.23555499999999946,-0.21417999999999954,-0.22499999999999998,0.00021000000000043206,7.216449660063518e-16
retry,retry-023,repair_no_exclusion,naive_trust,30,1000,5.0,1.0,1.5,0.05,0.3,5,0.1,6.0,0.25,0,0.2,5.0,0,0,0.0,0.6,0,0.8,0.1,3,3,0.4,0.6,0,-0.965539999999999,-0.9883799999999988,-0.9422049999999988,,,
retry,retry-023,verify_and_retry,always_verify,30,1000,5.0,1.0,1.5,0.05,0.3,5,0.1,6.0,0.25,0,0.2,5.0,0,0,0.0,0.6,0,0.8,0.1,3,3,0.4,0.6,0,-0.22478999999999966,-0.23555499999999965,-0.21417999999999968,-0.22499999999999998,0.00021000000000032104,6.106226635438361e-16
retry,retry-024,repair_no_exclusion,naive_trust,30,1000,5.0,1.0,0.01,0.05,0.3,0.2,0.1,6.0,0.05,0,0.2,5.0,0,0,0.0,0.95,0,0.8,0.1,3,3,0.4,0.6,0,0.11660900000000074,0.10520350000000078,0.12877500000000064,,,
retry,retry-024,verify_and_retry,always_verify,30,1000,5.0,1.0,0.01,0.05,0.3,0.2,0.1,6.0,0.05,0,0.2,5.0,0,0,0.0,0.95,0,0.8,0.1,3,3,0.4,0.6,0,0.1686850000000001,0.15727000000000016,0.18082000000000006,0.1655,0.0031850000000001044,5.828670879282072e-16
retry,retry-025,repair_no_exclusion,naive_trust,30,1000,5.0,1.0,0.6,0.05,0.3,0.2,0.1,6.0,0.05,0,0.2,5.0,0,0,0.0,0.95,0,0.8,0.1,3,3,0.4,0.6,0,-0.005874999999998809,-0.019569999999998776,0.007970000000001165,,,
retry,retry-025,verify_and_retry,always_verify,30,1000,5.0,1.0,0.6,0.05,0.3,0.2,0.1,6.0,0.05,0,0.2,5.0,0,0,0.0,0.95,0,0.8,0.1,3,3,0.4,0.6,0,0.168685,0.15727000000000002,0.18081999999999998,0.1655,0.0031849999999999934,2.498001805406602e-16
retry,retry-026,repair_no_exclusion,naive_trust,30,1000,5.0,1.0,1.5,0.05,0.3,0.2,0.1,6.0,0.05,0,0.2,5.0,0,0,0.0,0.95,0,0.8,0.1,3,3,0.4,0.6,0,-0.19271499999999933,-0.21061499999999925,-0.17482499999999937,,,
retry,retry-026,verify_and_retry,always_verify,30,1000,5.0,1.0,1.5,0.05,0.3,0.2,0.1,6.0,0.05,0,0.2,5.0,0,0,0.0,0.95,0,0.8,0.1,3,3,0.4,0.6,0,0.16868500000000006,0.15727000000000013,0.18082,0.1655,0.003185000000000049,3.885780586188048e-16
retry,retry-027,repair_no_exclusion,naive_trust,30,1000,5.0,1.0,0.01,0.05,0.3,0.2,0.1,6.0,0.25,0,0.2,5.0,0,0,0.0,0.95,0,0.8,0.1,3,3,0.4,0.6,0,0.7922175000000011,0.7752290000000011,0.8100925000000011,,,
retry,retry-027,verify_and_retry,always_verify,30,1000,5.0,1.0,0.01,0.05,0.3,0.2,0.1,6.0,0.25,0,0.2,5.0,0,0,0.0,0.95,0,0.8,0.1,3,3,0.4,0.6,0,0.8453900000000003,0.8284450000000003,0.8632350000000002,0.8275,0.017890000000000295,5.551115123125783e-16
retry,retry-028,repair_no_exclusion,naive_trust,30,1000,5.0,1.0,0.6,0.05,0.3,0.2,0.1,6.0,0.25,0,0.2,5.0,0,0,0.0,0.95,0,0.8,0.1,3,3,0.4,0.6,0,0.605040000000002,0.5861150000000019,0.625260000000002,,,
retry,retry-028,verify_and_retry,always_verify,30,1000,5.0,1.0,0.6,0.05,0.3,0.2,0.1,6.0,0.25,0,0.2,5.0,0,0,0.0,0.95,0,0.8,0.1,3,3,0.4,0.6,0,0.8453900000000003,0.8284450000000003,0.8632350000000002,0.8275,0.017890000000000295,5.551115123125783e-16
retry,retry-029,repair_no_exclusion,naive_trust,30,1000,5.0,1.0,1.5,0.05,0.3,0.2,0.1,6.0,0.25,0,0.2,5.0,0,0,0.0,0.95,0,0.8,0.1,3,3,0.4,0.6,0,0.3195150000000009,0.29697000000000084,0.3442150000000009,,,
retry,retry-029,verify_and_retry,always_verify,30,1000,5.0,1.0,1.5,0.05,0.3,0.2,0.1,6.0,0.25,0,0.2,5.0,0,0,0.0,0.95,0,0.8,0.1,3,3,0.4,0.6,0,0.8453900000000003,0.8284450000000003,0.8632350000000004,0.8275,0.017890000000000295,7.771561172376096e-16
retry,retry-030,repair_no_exclusion,naive_trust,30,1000,5.0,1.0,0.01,0.05,0.3,1,0.1,6.0,0.05,0,0.2,5.0,0,0,0.0,0.95,0,0.8,0.1,3,3,0.4,0.6,0,0.07864900000000066,0.0686850000000007,0.08924700000000066,,,
retry,retry-030,verify_and_retry,always_verify,30,1000,5.0,1.0,0.01,0.05,0.3,1,0.1,6.0,0.05,0,0.2,5.0,0,0,0.0,0.95,0,0.8,0.1,3,3,0.4,0.6,0,0.13072500000000012,0.12074500000000014,0.1413250000000001,0.1275,0.0032250000000001167,5.134781488891349e-16
retry,retry-031,repair_no_exclusion,naive_trust,30,1000,5.0,1.0,0.6,0.05,0.3,1,0.1,6.0,0.05,0,0.2,5.0,0,0,0.0,0.95,0,0.8,0.1,3,3,0.4,0.6,0,-0.04383499999999889,-0.05636999999999881,-0.031194999999998974,,,
retry,retry-031,verify_and_retry,always_verify,30,1000,5.0,1.0,0.6,0.05,0.3,1,0.1,6.0,0.05,0,0.2,5.0,0,0,0.0,0.95,0,0.8,0.1,3,3,0.4,0.6,0,0.13072500000000015,0.12074500000000007,0.14132500000000012,0.1275,0.0032250000000001444,5.273559366969494e-16
retry,retry-032,repair_no_exclusion,naive_trust,30,1000,5.0,1.0,1.5,0.05,0.3,1,0.1,6.0,0.05,0,0.2,5.0,0,0,0.0,0.95,0,0.8,0.1,3,3,0.4,0.6,0,-0.2306749999999993,-0.2476749999999992,-0.21391499999999927,,,
retry,retry-032,verify_and_retry,always_verify,30,1000,5.0,1.0,1.5,0.05,0.3,1,0.1,6.0,0.05,0,0.2,5.0,0,0,0.0,0.95,0,0.8,0.1,3,3,0.4,0.6,0,0.13072500000000004,0.12074500000000007,0.1413250000000001,0.1275,0.0032250000000000334,4.0245584642661925e-16
retry,retry-033,repair_no_exclusion,naive_trust,30,1000,5.0,1.0,0.01,0.05,0.3,1,0.1,6.0,0.25,0,0.2,5.0,0,0,0.0,0.95,0,0.8,0.1,3,3,0.4,0.6,0,0.5989375000000012,0.5844405000000011,0.6143930000000013,,,
retry,retry-033,verify_and_retry,always_verify,30,1000,5.0,1.0,0.01,0.05,0.3,1,0.1,6.0,0.25,0,0.2,5.0,0,0,0.0,0.95,0,0.8,0.1,3,3,0.4,0.6,0,0.6521100000000005,0.6376700000000005,0.6675200000000007,0.6375,0.014610000000000567,9.992007221626409e-16
retry,retry-034,repair_no_exclusion,naive_trust,30,1000,5.0,1.0,0.6,0.05,0.3,1,0.1,6.0,0.25,0,0.2,5.0,0,0,0.0,0.95,0,0.8,0.1,3,3,0.4,0.6,0,0.41176000000000224,0.3949800000000021,0.42957500000000215,,,
retry,retry-034,verify_and_retry,always_verify,30,1000,5.0,1.0,0.6,0.05,0.3,1,0.1,6.0,0.25,0,0.2,5.0,0,0,0.0,0.95,0,0.8,0.1,3,3,0.4,0.6,0,0.6521100000000004,0.6376700000000004,0.6675200000000004,0.6375,0.014610000000000456,6.661338147750939e-16
retry,retry-035,repair_no_exclusion,naive_trust,30,1000,5.0,1.0,1.5,0.05,0.3,1,0.1,6.0,0.25,0,0.2,5.0,0,0,0.0,0.95,0,0.8,0.1,3,3,0.4,0.6,0,0.1262350000000011,0.10497500000000104,0.14939500000000108,,,
retry,retry-035,verify_and_retry,always_verify,30,1000,5.0,1.0,1.5,0.05,0.3,1,0.1,6.0,0.25,0,0.2,5.0,0,0,0.0,0.95,0,0.8,0.1,3,3,0.4,0.6,0,0.6521100000000003,0.6376700000000003,0.6675200000000003,0.6375,0.014610000000000345,5.551115123125783e-16
retry,retry-036,repair_no_exclusion,naive_trust,30,1000,5.0,1.0,0.01,0.05,0.3,3,0.1,6.0,0.05,0,0.2,5.0,0,0,0.0,0.95,0,0.8,0.1,3,3,0.4,0.6,0,-0.016250999999999283,-0.023141999999999264,-0.0089784999999992,,,
retry,retry-036,verify_and_retry,always_verify,30,1000,5.0,1.0,0.01,0.05,0.3,3,0.1,6.0,0.05,0,0.2,5.0,0,0,0.0,0.95,0,0.8,0.1,3,3,0.4,0.6,0,0.03582500000000015,0.029000000000000158,0.04306500000000009,0.032499999999999994,0.0033250000000001542,6.626643678231403e-16
retry,retry-037,repair_no_exclusion,naive_trust,30,1000,5.0,1.0,0.6,0.05,0.3,3,0.1,6.0,0.05,0,0.2,5.0,0,0,0.0,0.95,0,0.8,0.1,3,3,0.4,0.6,0,-0.13873499999999886,-0.1487399999999989,-0.12903999999999896,,,
retry,retry-037,verify_and_retry,always_verify,30,1000,5.0,1.0,0.6,0.05,0.3,3,0.1,6.0,0.05,0,0.2,5.0,0,0,0.0,0.95,0,0.8,0.1,3,3,0.4,0.6,0,0.03582500000000013,0.02900000000000009,0.04306500000000013,0.032499999999999994,0.0033250000000001334,3.95516952522712e-16
retry,retry-038,repair_no_exclusion,naive_trust,30,1000,5.0,1.0,1.5,0.05,0.3,3,0.1,6.0,0.05,0,0.2,5.0,0,0,0.0,0.95,0,0.8,0.1,3,3,0.4,0.6,0,-0.3255749999999993,-0.3406399999999993,-0.31137499999999935,,,
retry,retry-038,verify_and_retry,always_verify,30,1000,5.0,1.0,1.5,0.05,0.3,3,0.1,6.0,0.05,0,0.2,5.0,0,0,0.0,0.95,0,0.8,0.1,3,3,0.4,0.6,0,0.03582500000000004,0.02900000000000009,0.04306499999999998,0.032499999999999994,0.003325000000000043,5.793976409762536e-16
retry,retry-039,repair_no_exclusion,naive_trust,30,1000,5.0,1.0,0.01,0.05,0.3,3,0.1,6.0,0.25,0,0.2,5.0,0,0,0.0,0.95,0,0.8,0.1,3,3,0.4,0.6,0,0.11573750000000113,0.10470850000000123,0.12675350000000116,,,
retry,retry-039,verify_and_retry,always_verify,30,1000,5.0,1.0,0.01,0.05,0.3,3,0.1,6.0,0.25,0,0.2,5.0,0,0,0.0,0.95,0,0.8,0.1,3,3,0.4,0.6,0,0.16891000000000053,0.15795000000000062,0.17988500000000057,0.16249999999999998,0.006410000000000554,9.992007221626409e-16
retry,retry-040,repair_no_exclusion,naive_trust,30,1000,5.0,1.0,0.6,0.05,0.3,3,0.1,6.0,0.25,0,0.2,5.0,0,0,0.0,0.95,0,0.8,0.1,3,3,0.4,0.6,0,-0.07143999999999777,-0.08556499999999774,-0.05603499999999799,,,
retry,retry-040,verify_and_retry,always_verify,30,1000,5.0,1.0,0.6,0.05,0.3,3,0.1,6.0,0.25,0,0.2,5.0,0,0,0.0,0.95,0,0.8,0.1,3,3,0.4,0.6,0,0.16891000000000045,0.15795000000000045,0.1798850000000005,0.16249999999999998,0.006410000000000471,7.216449660063518e-16
retry,retry-041,repair_no_exclusion,naive_trust,30,1000,5.0,1.0,1.5,0.05,0.3,3,0.1,6.0,0.25,0,0.2,5.0,0,0,0.0,0.95,0,0.8,0.1,3,3,0.4,0.6,0,-0.356964999999999,-0.37664999999999893,-0.334624999999999,,,
retry,retry-041,verify_and_retry,always_verify,30,1000,5.0,1.0,1.5,0.05,0.3,3,0.1,6.0,0.25,0,0.2,5.0,0,0,0.0,0.95,0,0.8,0.1,3,3,0.4,0.6,0,0.16891000000000034,0.15795000000000034,0.17988500000000027,0.16249999999999998,0.00641000000000036,5.551115123125783e-16
retry,retry-042,repair_no_exclusion,naive_trust,30,1000,5.0,1.0,0.01,0.05,0.3,5,0.1,6.0,0.05,0,0.2,5.0,0,0,0.0,0.95,0,0.8,0.1,3,3,0.4,0.6,0,-0.11115099999999933,-0.11693399999999932,-0.10548099999999934,,,
retry,retry-042,verify_and_retry,always_verify,30,1000,5.0,1.0,0.01,0.05,0.3,5,0.1,6.0,0.05,0,0.2,5.0,0,0,0.0,0.95,0,0.8,0.1,3,3,0.4,0.6,0,-0.05907499999999986,-0.06482499999999988,-0.05345999999999993,-0.0625,0.003425000000000143,5.828670879282072e-16
retry,retry-043,repair_no_exclusion,naive_trust,30,1000,5.0,1.0,0.6,0.05,0.3,5,0.1,6.0,0.05,0,0.2,5.0,0,0,0.0,0.95,0,0.8,0.1,3,3,0.4,0.6,0,-0.23363499999999887,-0.2424499999999988,-0.22515499999999894,,,
retry,retry-043,verify_and_retry,always_verify,30,1000,5.0,1.0,0.6,0.05,0.3,5,0.1,6.0,0.05,0,0.2,5.0,0,0,0.0,0.95,0,0.8,0.1,3,3,0.4,0.6,0,-0.0590749999999999,-0.06482499999999991,-0.05345999999999997,-0.0625,0.0034250000000001016,4.163336342344337e-16
retry,retry-044,repair_no_exclusion,naive_trust,30,1000,5.0,1.0,1.5,0.05,0.3,5,0.1,6.0,0.05,0,0.2,5.0,0,0,0.0,0.95,0,0.8,0.1,3,3,0.4,0.6,0,-0.42047499999999927,-0.43469999999999914,-0.4070749999999994,,,
