panel,cell,seed,policy,tape_id,completed,attempted,failures,prevented_breaches,exclusions,false_exclusions,scope_declines,repairs,appeals,verifications,resets,false_rejections,false_scope_declines,wasted_retries,gross_benefit,production_cost,verification_cost,commitment_cost,appeal_cost,repair_cost,scope_cost,third_party_harm,coordination_cost,participant_net,social_net,social_net_per_opportunity,completion_rate,unrealized_benefit
retry,retry-000,8,verify_and_retry,c4b58873d7d91eec93ea132085c97f10ccdf8eb5e4889a94c59f47f72b846b96,980,1000,20,0,0,0,0,30,50,1000,0,0,0,0,4900.0,1000.0,9.999999999999831,0.0,15.000000000000014,7.0000000000000036,0.0,0.0,31.99999999999985,3868.0,3868.0,3.868,0.98,100.0
retry,retry-000,9,always_verify,50616be37b93d967e213efd338ab2c0cf45b971894af0023e3a70ea097105e2a,946,1000,54,0,0,0,0,0,0,1000,0,0,0,0,4730.0,1000.0,9.999999999999831,0.0,0.0,0.0,0.0,0.0,9.999999999999831,3720.0,3720.0,3.72,0.946,270.0
retry,retry-000,9,naive_trust,50616be37b93d967e213efd338ab2c0cf45b971894af0023e3a70ea097105e2a,946,1000,54,0,0,0,0,0,0,0,0,0,0,0,4730.0,1000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3730.0,3730.0,3.73,0.946,270.0
retry,retry-000,9,repair_no_exclusion,50616be37b93d967e213efd338ab2c0cf45b971894af0023e3a70ea097105e2a,975,1000,25,0,0,0,0,29,54,245,0,0,0,0,4875.0,1000.0,2.4499999999999917,49.9999999999993,16.200000000000017,7.200000000000004,0.0,0.0,75.84999999999931,3799.1500000000005,3799.1500000000005,3.7991500000000005,0.975,125.0
retry,retry-000,9,verify_and_retry,50616be37b93d967e213efd338ab2c0cf45b971894af0023e3a70ea097105e2a,975,1000,25,0,0,0,0,29,54,1000,0,0,0,0,4875.0,1000.0,9.999999999999831,0.0,16.200000000000017,7.200000000000004,0.0,0.0,33.39999999999985,3841.6000000000004,3841.6000000000004,3.8416000000000006,0.975,125.0
retry,retry-000,10,always_verify,889d79a72027a168d1aea4554c15e1c6b26c2ebc650f08e1ee8f617b50df54a4,955,1000,45,0,0,0,0,0,0,1000,0,0,0,0,4775.0,1000.0,9.999999999999831,0.0,0.0,0.0,0.0,0.0,9.999999999999831,3765.0,3765.0,3.765,0.955,225.0
retry,retry-000,10,naive_trust,889d79a72027a168d1aea4554c15e1c6b26c2ebc650f08e1ee8f617b50df54a4,955,1000,45,0,0,0,0,0,0,0,0,0,0,0,4775.0,1000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3775.0,3775.0,3.775,0.955,225.0
retry,retry-000,10,repair_no_exclusion,889d79a72027a168d1aea4554c15e1c6b26c2ebc650f08e1ee8f617b50df54a4,976,1000,24,0,0,0,0,21,45,252,0,0,0,0,4880.0,1000.0,2.5199999999999902,49.9999999999993,13.50000000000001,5.400000000000002,0.0,0.0,71.4199999999993,3808.580000000001,3808.580000000001,3.808580000000001,0.976,120.0
retry,retry-000,10,verify_and_retry,889d79a72027a168d1aea4554c15e1c6b26c2ebc650f08e1ee8f617b50df54a4,976,1000,24,0,0,0,0,21,45,1000,0,0,0,0,4880.0,1000.0,9.999999999999831,0.0,13.50000000000001,5.400000000000002,0.0,0.0,28.899999999999842,3851.1000000000004,3851.1000000000004,3.8511,0.976,120.0
retry,retry-000,11,always_verify,18226841ae578afbc0ea98076dd4398e4ca73893c67a07a17ca3190e9d6f96d9,953,1000,47,0,0,0,0,0,0,1000,0,0,0,0,4765.0,1000.0,9.999999999999831,0.0,0.0,0.0,0.0,0.0,9.999999999999831,3755.0,3755.0,3.755,0.953,235.0
retry,retry-000,11,naive_trust,18226841ae578afbc0ea98076dd4398e4ca73893c67a07a17ca3190e9d6f96d9,953,1000,47,0,0,0,0,0,0,0,0,0,0,0,4765.0,1000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3765.0,3765.0,3.765,0.953,235.0
retry,retry-000,11,repair_no_exclusion,18226841ae578afbc0ea98076dd4398e4ca73893c67a07a17ca3190e9d6f96d9,978,1000,22,0,0,0,0,25,47,229,0,0,0,0,4890.0,1000.0,2.289999999999995,49.9999999999993,14.100000000000012,6.200000000000003,0.0,0.0,72.5899999999993,3817.4100000000008,3817.4100000000008,3.8174100000000006,0.978,110.0
retry,retry-000,11,verify_and_retry,18226841ae578afbc0ea98076dd4398e4ca73893c67a07a17ca3190e9d6f96d9,978,1000,22,0,0,0,0,25,47,1000,0,0,0,0,4890.0,1000.0,9.999999999999831,0.0,14.100000000000012,6.200000000000003,0.0,0.0,30.299999999999848,3859.7000000000003,3859.7000000000003,3.8597,0.978,110.0
retry,retry-000,12,always_verify,3734352c3aabdfd4db8821c983983a6871ed4945d22544fcb6ab301cb35cb4d3,948,1000,52,0,0,0,0,0,0,1000,0,0,0,0,4740.0,1000.0,9.999999999999831,0.0,0.0,0.0,0.0,0.0,9.999999999999831,3730.0,3730.0,3.73,0.948,260.0
retry,retry-000,12,naive_trust,3734352c3aabdfd4db8821c983983a6871ed4945d22544fcb6ab301cb35cb4d3,948,1000,52,0,0,0,0,0,0,0,0,0,0,0,4740.0,1000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3740.0,3740.0,3.74,0.948,260.0
retry,retry-000,12,repair_no_exclusion,3734352c3aabdfd4db8821c983983a6871ed4945d22544fcb6ab301cb35cb4d3,977,1000,23,0,0,0,0,29,52,227,0,0,0,0,4885.0,1000.0,2.2699999999999956,49.9999999999993,15.600000000000016,6.800000000000003,0.0,0.0,74.6699999999993,3810.330000000001,3810.330000000001,3.810330000000001,0.977,115.0
retry,retry-000,12,verify_and_retry,3734352c3aabdfd4db8821c983983a6871ed4945d22544fcb6ab301cb35cb4d3,977,1000,23,0,0,0,0,29,52,1000,0,0,0,0,4885.0,1000.0,9.999999999999831,0.0,15.600000000000016,6.800000000000003,0.0,0.0,32.39999999999985,3852.6000000000004,3852.6000000000004,3.8526000000000002,0.977,115.0
retry,retry-000,13,always_verify,042225ea024f23dcec3c0c3957802219aad9a413c1d6a82a20b1b6aeaf9e0291,941,1000,59,0,0,0,0,0,0,1000,0,0,0,0,4705.0,1000.0,9.999999999999831,0.0,0.0,0.0,0.0,0.0,9.999999999999831,3695.0,3695.0,3.695,0.941,295.0
retry,retry-000,13,naive_trust,042225ea024f23dcec3c0c3957802219aad9a413c1d6a82a20b1b6aeaf9e0291,941,1000,59,0,0,0,0,0,0,0,0,0,0,0,4705.0,1000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3705.0,3705.0,3.705,0.941,295.0
retry,retry-000,13,repair_no_exclusion,042225ea024f23dcec3c0c3957802219aad9a413c1d6a82a20b1b6aeaf9e0291,978,1000,22,0,0,0,0,37,59,228,0,0,0,0,4890.0,1000.0,2.2799999999999954,49.9999999999993,17.70000000000002,7.600000000000004,0.0,0.0,77.57999999999932,3812.4200000000005,3812.4200000000005,3.8124200000000004,0.978,110.0
retry,retry-000,13,verify_and_retry,042225ea024f23dcec3c0c3957802219aad9a413c1d6a82a20b1b6aeaf9e0291,978,1000,22,0,0,0,0,37,59,1000,0,0,0,0,4890.0,1000.0,9.999999999999831,0.0,17.70000000000002,7.600000000000004,0.0,0.0,35.299999999999855,3854.7000000000003,3854.7000000000003,3.8547000000000002,0.978,110.0
retry,retry-000,14,always_verify,43edd191922216b2d22fbe4d41cd7902d7b72dfd5ffbba3f7fe3df38abab5f32,956,1000,44,0,0,0,0,0,0,1000,0,0,0,0,4780.0,1000.0,9.999999999999831,0.0,0.0,0.0,0.0,0.0,9.999999999999831,3770.0,3770.0,3.77,0.956,220.0
retry,retry-000,14,naive_trust,43edd191922216b2d22fbe4d41cd7902d7b72dfd5ffbba3f7fe3df38abab5f32,956,1000,44,0,0,0,0,0,0,0,0,0,0,0,4780.0,1000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3780.0,3780.0,3.78,0.956,220.0
retry,retry-000,14,repair_no_exclusion,43edd191922216b2d22fbe4d41cd7902d7b72dfd5ffbba3f7fe3df38abab5f32,977,1000,23,0,0,0,0,21,44,252,0,0,0,0,4885.0,1000.0,2.5199999999999902,49.9999999999993,13.20000000000001,5.000000000000002,0.0,0.0,70.7199999999993,3814.2800000000007,3814.2800000000007,3.8142800000000006,0.977,115.0
retry,retry-000,14,verify_and_retry,43edd191922216b2d22fbe4d41cd7902d7b72dfd5ffbba3f7fe3df38abab5f32,977,1000,23,0,0,0,0,21,44,1000,0,0,0,0,4885.0,1000.0,9.999999999999831,0.0,13.20000000000001,5.000000000000002,0.0,0.0,28.199999999999843,3856.8,3856.8,3.8568000000000002,0.977,115.0
retry,retry-000,15,always_verify,c9625882c9d0e83f23ac2667cf8cbd08c748a537c96a8cddee7bbbd32ccbc2cb,956,1000,44,0,0,0,0,0,0,1000,0,0,0,0,4780.0,1000.0,9.999999999999831,0.0,0.0,0.0,0.0,0.0,9.999999999999831,3770.0,3770.0,3.77,0.956,220.0
retry,retry-000,15,naive_trust,c9625882c9d0e83f23ac2667cf8cbd08c748a537c96a8cddee7bbbd32ccbc2cb,956,1000,44,0,0,0,0,0,0,0,0,0,0,0,4780.0,1000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3780.0,3780.0,3.78,0.956,220.0
retry,retry-000,15,repair_no_exclusion,c9625882c9d0e83f23ac2667cf8cbd08c748a537c96a8cddee7bbbd32ccbc2cb,976,1000,24,0,0,0,0,20,44,241,0,0,0,0,4880.0,1000.0,2.4099999999999926,49.9999999999993,13.20000000000001,5.000000000000002,0.0,0.0,70.6099999999993,3809.390000000001,3809.390000000001,3.809390000000001,0.976,120.0
retry,retry-000,15,verify_and_retry,c9625882c9d0e83f23ac2667cf8cbd08c748a537c96a8cddee7bbbd32ccbc2cb,976,1000,24,0,0,0,0,20,44,1000,0,0,0,0,4880.0,1000.0,9.999999999999831,0.0,13.20000000000001,5.000000000000002,0.0,0.0,28.199999999999843,3851.8,3851.8,3.8518000000000003,0.976,120.0
retry,retry-000,16,always_verify,0a833b047c13ed5523b5ae1cfcfbc81d10c3368b8c490d1619893adee365e956,945,1000,55,0,0,0,0,0,0,1000,0,0,0,0,4725.0,1000.0,9.999999999999831,0.0,0.0,0.0,0.0,0.0,9.999999999999831,3715.0,3715.0,3.715,0.945,275.0
retry,retry-000,16,naive_trust,0a833b047c13ed5523b5ae1cfcfbc81d10c3368b8c490d1619893adee365e956,945,1000,55,0,0,0,0,0,0,0,0,0,0,0,4725.0,1000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3725.0,3725.0,3.725,0.945,275.0
retry,retry-000,16,repair_no_exclusion,0a833b047c13ed5523b5ae1cfcfbc81d10c3368b8c490d1619893adee365e956,967,1000,33,0,0,0,0,22,55,268,0,0,0,0,4835.0,1000.0,2.679999999999987,49.9999999999993,16.500000000000018,5.600000000000002,0.0,0.0,74.7799999999993,3760.2200000000007,3760.2200000000007,3.760220000000001,0.967,165.0
retry,retry-000,16,verify_and_retry,0a833b047c13ed5523b5ae1cfcfbc81d10c3368b8c490d1619893adee365e956,967,1000,33,0,0,0,0,22,55,1000,0,0,0,0,4835.0,1000.0,9.999999999999831,0.0,16.500000000000018,5.600000000000002,0.0,0.0,32.09999999999985,3802.9,3802.9,3.8029,0.967,165.0
retry,retry-000,17,always_verify,26265f141723c65dc2f69e6854edf0537c3b06bc0296c78e2f56ba3386e8fc60,948,1000,52,0,0,0,0,0,0,1000,0,0,0,0,4740.0,1000.0,9.999999999999831,0.0,0.0,0.0,0.0,0.0,9.999999999999831,3730.0,3730.0,3.73,0.948,260.0
retry,retry-000,17,naive_trust,26265f141723c65dc2f69e6854edf0537c3b06bc0296c78e2f56ba3386e8fc60,948,1000,52,0,0,0,0,0,0,0,0,0,0,0,4740.0,1000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3740.0,3740.0,3.74,0.948,260.0
retry,retry-000,17,repair_no_exclusion,26265f141723c65dc2f69e6854edf0537c3b06bc0296c78e2f56ba3386e8fc60,974,1000,26,0,0,0,0,26,52,229,0,0,0,0,4870.0,1000.0,2.289999999999995,49.9999999999993,15.600000000000016,5.8000000000000025,0.0,0.0,73.68999999999932,3796.310000000001,3796.310000000001,3.796310000000001,0.974,130.0
retry,retry-000,17,verify_and_retry,26265f141723c65dc2f69e6854edf0537c3b06bc0296c78e2f56ba3386e8fc60,974,1000,26,0,0,0,0,26,52,1000,0,0,0,0,4870.0,1000.0,9.999999999999831,0.0,15.600000000000016,5.8000000000000025,0.0,0.0,31.39999999999985,3838.6000000000004,3838.6000000000004,3.8386000000000005,0.974,130.0
retry,retry-000,18,always_verify,ac203cd31095b2b71ff058fb224d94b724e135677f9010f07cd082d9ded194d7,944,1000,56,0,0,0,0,0,0,1000,0,0,0,0,4720.0,1000.0,9.999999999999831,0.0,0.0,0.0,0.0,0.0,9.999999999999831,3710.0,3710.0,3.71,0.944,280.0
retry,retry-000,18,naive_trust,ac203cd31095b2b71ff058fb224d94b724e135677f9010f07cd082d9ded194d7,944,1000,56,0,0,0,0,0,0,0,0,0,0,0,4720.0,1000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3720.0,3720.0,3.72,0.944,280.0
retry,retry-000,18,repair_no_exclusion,ac203cd31095b2b71ff058fb224d94b724e135677f9010f07cd082d9ded194d7,978,1000,22,0,0,0,0,34,56,232,0,0,0,0,4890.0,1000.0,2.3199999999999945,49.9999999999993,16.80000000000002,7.800000000000004,0.0,0.0,76.91999999999932,3813.080000000001,3813.080000000001,3.8130800000000007,0.978,110.0
retry,retry-000,18,verify_and_retry,ac203cd31095b2b71ff058fb224d94b724e135677f9010f07cd082d9ded194d7,978,1000,22,0,0,0,0,34,56,1000,0,0,0,0,4890.0,1000.0,9.999999999999831,0.0,16.80000000000002,7.800000000000004,0.0,0.0,34.59999999999985,3855.4,3855.4,3.8554,0.978,110.0
retry,retry-000,19,always_verify,a2a75d5c420e2354f090bc1b08c5be31b90aa2801c7d17b2b9ce69f3c3bd17ed,939,1000,61,0,0,0,0,0,0,1000,0,0,0,0,4695.0,1000.0,9.999999999999831,0.0,0.0,0.0,0.0,0.0,9.999999999999831,3685.0,3685.0,3.685,0.939,305.0
retry,retry-000,19,naive_trust,a2a75d5c420e2354f090bc1b08c5be31b90aa2801c7d17b2b9ce69f3c3bd17ed,939,1000,61,0,0,0,0,0,0,0,0,0,0,0,4695.0,1000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3695.0,3695.0,3.695,0.939,305.0
retry,retry-000,19,repair_no_exclusion,a2a75d5c420e2354f090bc1b08c5be31b90aa2801c7d17b2b9ce69f3c3bd17ed,965,1000,35,0,0,0,0,26,61,277,0,0,0,0,4825.0,1000.0,2.769999999999985,49.9999999999993,18.300000000000022,5.8000000000000025,0.0,0.0,76.86999999999931,3748.1300000000006,3748.1300000000006,3.7481300000000006,0.965,175.0
retry,retry-000,19,verify_and_retry,a2a75d5c420e2354f090bc1b08c5be31b90aa2801c7d17b2b9ce69f3c3bd17ed,965,1000,35,0,0,0,0,26,61,1000,0,0,0,0,4825.0,1000.0,9.999999999999831,0.0,18.300000000000022,5.8000000000000025,0.0,0.0,34.09999999999985,3790.9,3790.9,3.7909,0.965,175.0
retry,retry-001,0,always_verify,5617c17ec2abe61ac259e2adfe1ba71949489f4d252533c4652ec5e9b940abaf,954,1000,46,0,0,0,0,0,0,1000,0,0,0,0,4770.0,1000.0,600.0000000000113,0.0,0.0,0.0,0.0,0.0,600.0000000000113,3169.9999999999886,3169.9999999999886,3.169999999999989,0.954,230.0
retry,retry-001,0,naive_trust,5617c17ec2abe61ac259e2adfe1ba71949489f4d252533c4652ec5e9b940abaf,954,1000,46,0,0,0,0,0,0,0,0,0,0,0,4770.0,1000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3770.0,3770.0,3.77,0.954,230.0
